header	flexibility_mean	flexibility_std	stiffness_mean	stiffness_std	bendability_mean	bendability_std	gc_content	cpg_obs_exp	cpg_density	poly_at_fraction	seq_length	nuc_score_mean	nuc_score_std	nuc_depleted_fraction	nuc_enriched_fraction	poly_at_tracts	poly_at_coverage	nfr_score	ww_periodicity_snr	ss_periodicity_snr	ww_peak_period	ss_peak_period	ww_ss_phase_diff	ww_autocorr_10bp	ss_autocorr_10bp	ww_fraction	ss_fraction	dinuc_AA	rho_AA	dinuc_AC	rho_AC	dinuc_AG	rho_AG	dinuc_AT	rho_AT	dinuc_CA	rho_CA	dinuc_CC	rho_CC	dinuc_CG	rho_CG	dinuc_CT	rho_CT	dinuc_GA	rho_GA	dinuc_GC	rho_GC	dinuc_GG	rho_GG	dinuc_GT	rho_GT	dinuc_TA	rho_TA	dinuc_TC	rho_TC	dinuc_TG	rho_TG	dinuc_TT	rho_TT	dinuc_entropy	markov_deviation	rho_cg	group	rank	gene1	gene2	score	coords
rank011_KCNAB2_NPHP4_score0.7349::chr1:5990926-5993346	0.03095039272426623	0.00235694878523798	1.0440967341876808	0.17912134699942614	0.03197022332506204	0.002305624445952813	0.675206611570248	0.7736572890025576	88.01652892561984	0.002066115702479339	2420	0.11268920525303087	0.02980033634744708	0.0	0.697107438016529	1	0.002066115702479339	0.0006198347107438017	5.990999973582131	4.707523584730094	10.61139896373057	9.266968325791856	1.243982905894887	0.03838911427789903	0.07279677567809392	0.10086812732534105	0.4510128152128979	0.0434063662670525	1.2837017720306338	0.047540305911533694	0.7343330894664395	0.07234394377842084	1.2174920898415005	0.02066969822240595	0.7977199951873091	0.06614303431169904	1.02168082012722	0.1343530384456387	1.0839245056550706	0.08805291442744936	0.7739771142563824	0.06366267052501033	1.2832805462485044	0.06159570070276974	1.0366075507793349	0.10830921868540719	0.9520281874890713	0.12029764365440264	1.1520580063867378	0.032658123191401406	0.717233924061633	0.012815212897891691	0.4945863970161317	0.06200909466721786	1.2499485840082836	0.04216618437370814	0.926048863978311	0.023976849937990905	1.207574960456566	3.779745139742008	0.16590043295824813	0.7739771142563824	UCOE_candidates	11	KCNAB2	NPHP4	0.7349	chr1:5990926-5993346
rank012_ZBTB1_ZBTB25_score0.7317::chr14:64503249-64505462	0.030883815551537068	0.0023771003463031763	1.047603978300181	0.18376942896506973	0.031831750339213025	0.00236258824470432	0.6972435607772255	0.8495618174008043	102.5756891098057	0.005422503389064619	2213	0.12054943082284905	0.025135493047908207	0.0	0.8169905106190691	2	0.005422503389064619	0.0016267510167193855	12.695199746291957	10.314479898657613	9.822541966426858	11.252747252747254	1.2755652865318976	0.09888284128140343	0.06952426257376002	0.0867992766726944	0.4810126582278481	0.02802893309222423	1.223150171788221	0.0379746835443038	0.7830075488903167	0.07323688969258589	1.2837541545398534	0.012206148282097649	0.532662171585193	0.05289330922242315	1.090617657382941	0.10669077757685352	1.039434764176043	0.10262206148282098	0.8499458869385081	0.05831826401446655	1.2024758786529863	0.056962025316455694	0.9984754535309972	0.12974683544303797	1.0746011874508892	0.14195298372513562	0.9994826325313616	0.04792043399638336	0.8399872863038548	0.013562386980108499	0.5918468573168811	0.045660036166365284	0.941473362356214	0.05922242314647378	1.0380974953377828	0.03300180831826401	1.440160686137744	3.741415291633065	0.12166187238055391	0.8499458869385081	UCOE_candidates	12	ZBTB1	ZBTB25	0.7317	chr14:64503249-64505462
rank013_DEXI_CLEC16A_score0.7268::chr16:10941639-10944906	0.031119105939987762	0.002834950909508264	1.020202082057563	0.1922824094726379	0.032263399693721294	0.002650405283429642	0.5720844811753902	0.8230368794358727	67.34006734006734	0.014080195898377716	3267	0.06963474512665373	0.058652718367874286	0.10560146923783287	0.39730639730639733	9	0.014080195898377716	0.07814508723599632	6.970007484708309	4.868033996103491	11.538028169014085	10.03921568627451	1.0919851487939194	0.09209752974179272	0.13851349313495165	0.19687691365584814	0.340783833435395	0.058175137783221066	1.2563916443754317	0.05235762400489896	0.8474616134289292	0.06001224739742805	0.9786629650924417	0.04470300061236987	0.9765507428656234	0.0646050214329455	1.0456982481491466	0.09338640538885487	1.1328600222157623	0.06736068585425597	0.8232888809298824	0.06184935701163503	1.0126184010819852	0.05572565829761176	0.9087584675858387	0.08450704225352113	1.0328533233483979	0.09552969993876301	1.176352068828316	0.04898958971218616	0.8081046124915419	0.03674219228413962	0.8026444461909235	0.05664421310471525	0.9273980405948875	0.06215554194733619	1.0252827270986438	0.057256582976117576	1.2651851503681653	3.9561058110830305	0.11392225535442516	0.8232888809298824	UCOE_candidates	13	DEXI	CLEC16A	0.7268	chr16:10941639-10944906
rank014_RRAS_SCAF1_score0.7244::chr19:49639966-49642507	0.031082283464566932	0.002564736848245879	1.0298858267716537	0.18661264239878447	0.03214848365498229	0.0024258212564092886	0.6265249901613538	0.7618561885377884	74.3801652892562	0.012593467138921684	2541	0.09197020911840531	0.032757950018919554	0.0	0.3624557260920897	6	0.012593467138921684	0.003778040141676505	5.323488141491752	5.532103006253699	10.265664160401002	11.83815028901734	1.4117769635307098	0.017420914856160825	0.05276557453879423	0.1452755905511811	0.39803149606299215	0.03110236220472441	1.0760568367539127	0.03622047244094488	0.7325465976935562	0.07125984251968503	1.2485944793426318	0.031496062992125984	0.9105238175015357	0.04133858267716536	0.8360586169328632	0.09685039370078741	1.145043125699971	0.07440944881889763	0.7621561319191024	0.07834645669291339	1.324017448291137	0.06456692913385827	1.1313231746529924	0.09330708661417322	0.955719593993795	0.13346456692913386	1.1843423232320751	0.04409448818897638	0.6455859376611123	0.03307086614173228	0.9560500083766125	0.0641732283464567	1.0844967038766602	0.05669291338582677	0.8300390627071443	0.049606299212598425	1.198298656533936	3.8682346687491576	0.17860990480095848	0.7621561319191024	UCOE_candidates	14	RRAS	SCAF1	0.7244	chr19:49639966-49642507
rank015_DDX42_CCDC47_score0.7212::chr17:63773324-63776351	0.031135492399206877	0.003021100509244072	1.0115994712491738	0.1976834265467067	0.032356033057851244	0.0027699421121554694	0.5222993062438057	0.788347148359881	53.5183349851338	0.01850016518004625	3027	0.04900826352779582	0.058378497201272354	0.21341261975553352	0.30426164519326065	11	0.01850016518004625	0.15493888338288733	4.1855359320389995	6.617408265972957	11.314917127071823	11.130434782608695	1.5986058730910233	0.07989327630759792	0.13965770516079165	0.24355584930601454	0.2878387309980172	0.06179775280898876	1.1997314692230905	0.03866490416391276	0.699709153053518	0.0760079312623926	1.2011149444454756	0.05056179775280899	0.8884824139665072	0.05122273628552545	0.9269651172931221	0.07204230006609386	1.2152830372173304	0.053536021150033045	0.7886076728636349	0.06642432253800397	1.0880346138948138	0.06047587574355585	0.9556697166674872	0.07633840052875082	1.1244961261203683	0.08592200925313946	1.105208898500159	0.056179775280898875	0.8035642685558063	0.053536021150033045	0.9407460853763018	0.056179775280898875	0.9202282804085489	0.06345009914077991	0.9075549386042048	0.07766027759418374	1.2352083780931462	3.972776187765834	0.14514071434241788	0.7886076728636349	UCOE_candidates	15	DDX42	CCDC47	0.7212	chr17:63773324-63776351
rank016_DCAF6_MPC2_score0.7204::chr1:167935782-167937563	0.030976966292134846	0.002489534907375986	1.0390730337078653	0.1805297611644061	0.03204665542439574	0.0023823795266455458	0.6428972487366648	0.7512562814070352	77.48455923638406	0.008422234699606962	1781	0.09983001699830185	0.03013660883049976	0.0	0.6142616507580011	3	0.008422234699606962	0.0025266704098820883	4.617125236863657	5.191724611588953	11.636363636363637	11.377777777777778	1.6193096182140405	0.008626655206491848	0.05024988858403777	0.12247191011235956	0.4084269662921348	0.034269662921348316	1.4065270207243794	0.03314606741573034	0.6901357004284214	0.06910112359550562	1.320668505001769	0.019662921348314606	0.6266832087026382	0.04044943820224719	0.8421994988279039	0.11235955056179775	1.1867977528089886	0.07752808988764046	0.7516783354977132	0.07752808988764046	1.253497112547863	0.06179775280898876	1.181085654879631	0.10056179775280899	0.9750030583629758	0.11797752808988764	1.0499738165352954	0.05449438202247191	0.8087647478284439	0.019101123595505618	0.6087779741682771	0.06179775280898876	0.9991643650743833	0.07078651685393259	1.0505603940864323	0.04943820224719101	1.2235577029290772	3.837273913328817	0.17515322115147505	0.7516783354977132	UCOE_candidates	16	DCAF6	MPC2	0.7204	chr1:167935782-167937563
rank017_HEXB_ENC1_score0.7203::chr5:74639900-74641726	0.030983561643835623	0.0024776819534876537	1.0361369863013699	0.18480328786944233	0.03205811403508773	0.002411121880751387	0.6506024096385542	0.8326018808777429	87.62322015334064	0.008762322015334063	1826	0.10429950186799716	0.02952220428381378	0.0	0.6670317634173056	3	0.008762322015334063	0.002628696604600219	4.6427566520427765	4.0335858525044035	11.252747252747254	9.481481481481481	0.9588554966542724	-0.0057005150054196705	0.02860803093957828	0.11342465753424658	0.41424657534246573	0.04219178082191781	1.0854864366649755	0.04219178082191781	0.710500213089802	0.0926027397260274	1.3443185849997374	0.020273972602739727	0.6754498428654336	0.059726027397260274	1.00577302891933	0.09534246575342466	1.0509027945205478	0.08767123287671233	0.833058101086443	0.05863013698630137	1.2785419138661673	0.07506849315068494	1.0897730541122133	0.11397260273972602	1.082975531412376	0.11726027397260275	0.9605303536233771	0.042739726027397264	0.8034665588266279	0.020273972602739727	0.6754498428654336	0.049315068493150684	1.0754090864294863	0.052054794520547946	0.9785810652375595	0.030684931506849315	1.3238449185462904	3.8300341045687762	0.1413114076544632	0.833058101086443	UCOE_candidates	17	HEXB	ENC1	0.7203	chr5:74639900-74641726
rank018_HADHB_HADHA_score0.7148::chr2:26243169-26245078	0.031025157232704416	0.003019745679521468	1.0195125786163521	0.19077142125257127	0.032255374934452026	0.002732875116267239	0.5138816134101624	0.6850287907869482	45.04976427448926	0.03719224724986904	1909	0.045471522779623554	0.06238017871755751	0.35620743844944996	0.3624934520691461	12	0.03719224724986904	0.26050288108957564	4.723990942760626	5.883771518208236	10.778947368421052	11.636363636363637	1.403441133182766	0.12658038899633095	0.14320752158715291	0.24633123689727462	0.2741090146750524	0.09538784067085954	1.2708710790732998	0.05241090146750524	0.7939149239791399	0.08385744234800839	1.121538165160551	0.04245283018867924	0.7304017300608087	0.06289308176100629	0.9526979087749678	0.07442348008385745	1.281758385744235	0.04507337526205451	0.6853878205515116	0.05870020964360587	1.1482558169630148	0.07075471698113207	0.9462978268542147	0.0660377358490566	1.004172853366168	0.08857442348008386	1.1891721905475723	0.04716981132075472	0.8146728616374558	0.044549266247379454	0.7664709512983795	0.04821802935010482	0.9432101353624764	0.05555555555555555	0.9595035925952256	0.0639412997903564	1.4206374878299028	3.9543379592621566	0.17330855163058606	0.6853878205515116	UCOE_candidates	18	HADHB	HADHA	0.7148	chr2:26243169-26245078
rank019_PTMS_MLF2_score0.7147::chr12:6765515-6767757	0.030847389558232928	0.0023594642397897865	1.0487371709058457	0.17768947714263097	0.03181294642857143	0.0023259622196265583	0.6739518287243532	0.7929053691994428	88.31400535236396	0.007582515611061552	2242	0.10938621949580474	0.03804011251526757	0.0	0.5878679750223015	3	0.007582515611061552	0.0022747546833184655	5.796326830477652	4.590600384577176	11.804034582132564	11.191256830601093	1.1612976707096152	0.06405920900912582	0.08587611373115883	0.11468094600624722	0.46229361892012494	0.035252119589468986	1.6879766351558414	0.031236055332440876	0.5634870486507871	0.05533244087460955	1.3186363587474204	0.022757697456492636	0.8674812900604957	0.04462293618920125	0.804981498072553	0.16956715751896476	1.152433977240613	0.08835341365461848	0.7932591868563813	0.08121374386434628	1.1662935866914572	0.0499776885319054	1.1910263885460572	0.1035252119589469	0.9294754108620225	0.10084783578759482	1.1961229464957275	0.035698348951361	0.6772421022971612	0.014725568942436412	0.5613114229803208	0.07942882641677822	1.1406607606103263	0.04551539491298527	0.8634836804288805	0.04194556001784917	1.2728241157239706	3.7541666303054297	0.2101680645328987	0.7932591868563813	UCOE_candidates	19	PTMS	MLF2	0.7147	chr12:6765515-6767757
rank020_USP20_C9orf78_score0.7110::chr9:129834697-129836042	0.030934523809523815	0.0024407012091385238	1.040654761904762	0.1795559664738877	0.0320282948622487	0.002353831937859241	0.6513011152416357	0.8077695067406319	84.75836431226766	0.008921933085501859	1345	0.10464083108417867	0.03562027940690917	0.0	0.5144981412639406	2	0.008921933085501859	0.0026765799256505576	5.471699267125832	4.041748477828618	10.556701030927835	10.666666666666666	1.9148858825048765	0.08806539697212093	-0.009814751446597082	0.11086309523809523	0.41294642857142855	0.036458333333333336	1.2912921226864542	0.046875	0.7768376745176716	0.06696428571428571	1.3639134743440036	0.017857142857142856	0.5882227658899242	0.061755952380952384	1.0234528092851864	0.1331845238095238	1.032771083010874	0.08482142857142858	0.8083705257188615	0.07961309523809523	1.2270878989605025	0.05654761904761905	1.1517491561127142	0.10788690476190477	1.028190580958201	0.08705357142857142	1.0196381138989015	0.04017857142857143	0.7610973955598637	0.013392857142857142	0.4411670744174431	0.07142857142857142	1.1009386757028807	0.05282738095238095	1.00070213119908	0.043154761904761904	1.3220891658582177	3.82301018914758	0.15130116706513175	0.8083705257188615	UCOE_candidates	20	USP20	C9orf78	0.711	chr9:129834697-129836042
rank021_NDUFAF3_DALRD3_score0.7070::chr3:49020458-49022553	0.031035339063992372	0.002349722586123835	1.0411795606494747	0.18139434802736568	0.03207166746297182	0.0022922259903223204	0.6854415274463007	0.772308271391513	90.69212410501193	0.0	2095	0.11589289567463489	0.016828013349488833	0.0	0.8014319809069212	0	0.0	0.0	6.299946954735655	8.690392522049866	10.395939086294415	10.638961038961039	0.9885469369908558	-0.00643290865660919	0.040095395571637944	0.08739255014326648	0.4579751671442216	0.0329512893982808	1.1221516977001216	0.05300859598853868	0.8889807956432706	0.06829035339063992	1.1809011685388588	0.017191977077363897	0.7006129729988587	0.060649474689589304	1.0171221715918501	0.1303724928366762	1.0767105480617658	0.09073543457497613	0.7726770910053582	0.06638013371537727	1.3321630835854308	0.06255969436485195	1.0818045669831502	0.11365807067812798	0.9678797245225013	0.12320916905444126	1.0818629690349866	0.03772683858643744	0.780688532422624	0.015281757402101241	0.6227670871100965	0.050620821394460364	1.015894150072343	0.055396370582617004	1.1463274653294226	0.021967526265520534	1.071289132972514	3.7739999558002317	0.1285755594453555	0.7726770910053582	UCOE_candidates	21	NDUFAF3	DALRD3	0.707	chr3:49020458-49022553
