header	flexibility_mean	flexibility_std	stiffness_mean	stiffness_std	bendability_mean	bendability_std	gc_content	cpg_obs_exp	cpg_density	poly_at_fraction	seq_length	nuc_score_mean	nuc_score_std	nuc_depleted_fraction	nuc_enriched_fraction	poly_at_tracts	poly_at_coverage	nfr_score	ww_periodicity_snr	ss_periodicity_snr	ww_peak_period	ss_peak_period	ww_ss_phase_diff	ww_autocorr_10bp	ss_autocorr_10bp	ww_fraction	ss_fraction	dinuc_AA	rho_AA	dinuc_AC	rho_AC	dinuc_AG	rho_AG	dinuc_AT	rho_AT	dinuc_CA	rho_CA	dinuc_CC	rho_CC	dinuc_CG	rho_CG	dinuc_CT	rho_CT	dinuc_GA	rho_GA	dinuc_GC	rho_GC	dinuc_GG	rho_GG	dinuc_GT	rho_GT	dinuc_TA	rho_TA	dinuc_TC	rho_TC	dinuc_TG	rho_TG	dinuc_TT	rho_TT	dinuc_entropy	markov_deviation	rho_cg	group
control_cpg::chr2:190648220-190649713	0.03065147453083111	0.0023020515905363055	1.0592426273458446	0.1797463288652932	0.031484238765928915	0.0024111828126465724	0.7160080375083724	0.9206372137929091	117.21366376423309	0.02277294038847957	1493	0.12387575810403036	0.040226032795708716	0.029470864032150032	0.8513060951105157	2	0.02277294038847957	0.027461486939048894	2.6546044674502824	12.865001381032737	9.022026431718063	10.448979591836734	1.2657111636923928	0.13629615550050472	0.09759360643989544	0.09517426273458444	0.5268096514745308	0.021447721179624665	1.3104909801738216	0.02680965147453083	0.6372295753900201	0.064343163538874	1.299154553009688	0.015415549597855228	0.7721280681201178	0.039544235924932974	0.9399136237002796	0.12198391420911528	1.127870392042153	0.11729222520107238	0.921254262863816	0.05026809651474531	0.979432796937987	0.058310991957104555	1.1773588136650297	0.13002680965147453	1.021276154260459	0.15750670241286863	1.0509038370790054	0.04088471849865952	0.676701077303106	0.00871313672922252	0.43642021241571877	0.049597855227882036	0.9663736929788138	0.04825737265415549	0.7987291404233382	0.049597855227882036	2.036435550440333	3.6712433418702415	0.15618463588477252	0.921254262863816	CpG_island_controls
control_cpg::chr8:143803099-143803933	0.0312545018007203	0.002213688078266653	1.0387515006002401	0.1797727709427044	0.03228365384615385	0.0022196288054590727	0.7038369304556354	0.6200311316590387	76.73860911270982	0.0	834	0.12727850596235346	0.006895239140650998	0.0	1.0	0	0.0	0.0	2.9794586248207993	2.5919060051563556	11.130434782608695	9.941747572815533	1.2042086965725474	-0.03155292232742342	-0.010535366129210222	0.05282112845138055	0.4597839135654262	0.01680672268907563	0.7135020023634455	0.05162064825930372	0.9319209826787859	0.07082833133253301	1.3457460344277572	0.014405762304921969	0.6578265760085547	0.08403361344537816	1.5170806694770933	0.13805522208883553	1.059868412657941	0.07683073229291716	0.6207754667510663	0.062424969987995196	1.2122075553468827	0.0468187274909964	0.8895609380115684	0.11764705882352941	0.9505624334625704	0.12725090036014405	1.0820838091214775	0.05042016806722689	1.030441629551862	0.006002400960384154	0.2740944066702311	0.05282112845138055	1.0257140852935163	0.06842737094837935	1.3984564972489555	0.015606242496998799	0.7665430129399404	3.6999564720316775	0.1950573476807178	0.6207754667510663	CpG_island_controls
control_cpg::chr2:132037626-132038811	0.030241554054054057	0.0025496614011651974	1.074856418918919	0.18829914291443547	0.03104057480980558	0.0025276246218906683	0.6886075949367089	0.9678599074745677	113.08016877637131	0.1248945147679325	1185	0.1093525807756778	0.018038344025399847	0.0	0.6582278481012658	29	0.1248945147679325	0.03746835443037975	13.803692822170099	7.555439058529877	10.556701030927835	9.183856502242152	0.8526331796128374	0.07011341785759338	-0.07247737881732173	0.14949324324324326	0.5261824324324325	0.1258445945945946	2.1604250311090345	0.02787162162162162	0.38118732952472506	0.08023648648648649	0.862037920127362	0.007601351351351352	0.44965909517867353	0.06165540540540541	0.8432325774334828	0.08783783783783784	0.9570385692059951	0.11317567567567567	0.9686773567207455	0.04054054054054054	1.9105292660516344	0.04391891891891892	0.4718523352276087	0.16300675675675674	1.39518455109779	0.16216216216216217	1.0903196192567939	0.016047297297297296	0.5940791449552423	0.010135135135135136	0.5995454602382314	0.02364864864864865	1.1144754051967867	0.030405405405405407	1.1256236430730908	0.0059121621621621625	1.2051104532097785	3.5028582920685247	0.3066980740554687	0.9686773567207455	CpG_island_controls
control_cpg::chr6:4134941-4135570	0.031033439490445867	0.0026846751249626787	1.0297133757961783	0.18759434317641008	0.032207336523126004	0.0024898666246613026	0.6200317965023847	0.8770817437975217	84.26073131955485	0.00794912559618442	629	0.08832915913496046	0.030008375596627685	0.0	0.40222575516693165	1	0.00794912559618442	0.0023847376788553257	3.2082538775591076	3.76143809357693	9.660377358490566	11.252747252747254	2.0061594541984795	0.04428424197662374	0.0542846315589933	0.1480891719745223	0.3869426751592357	0.03821656050955414	0.9994076420490786	0.06210191082802548	1.0038020223847215	0.07165605095541401	1.2067454840186846	0.02388535031847134	0.6623229524355424	0.07006369426751592	1.1324945893571217	0.10509554140127389	1.049976139378839	0.08439490445859872	0.878478370778091	0.05732484076433121	0.9825011837134277	0.05732484076433121	0.9653963872149477	0.09872611464968153	1.0276539431743708	0.09872611464968153	1.0706970402706795	0.04777070063694268	0.8530442214614841	0.030254777070063694	0.8389424064183537	0.04936305732484077	0.8460426859754516	0.04936305732484077	0.8814790288435335	0.05573248407643312	1.638678339215523	3.8968680704457515	0.11321658828033915	0.878478370778091	CpG_island_controls
control_cpg::chr5:141183935-141184786	0.031085882352941185	0.002325493138906316	1.0376235294117648	0.1841323038706672	0.03221319199057716	0.002302866613681086	0.6968272620446534	0.8337434495329232	101.05757931844889	0.0	851	0.12596614780355092	0.005535945595189855	0.0	1.0	0	0.0	0.0	3.6856388756706364	6.302147020260615	11.636363636363637	9.142857142857142	1.0999728384216843	-0.0586639388009252	0.015132636672015216	0.05529411764705883	0.44823529411764707	0.021176470588235293	1.082975861624927	0.05529411764705883	1.0925476179776725	0.05647058823529412	1.2058397897858837	0.007058823529411765	0.309050665547641	0.06470588235294118	1.278513169973872	0.11294117647058824	0.8622039228914707	0.1011764705882353	0.8347243241794327	0.08352941176470588	1.4129702777121314	0.04588235294117647	0.9797448292010303	0.13647058823529412	1.1259072279629556	0.0976470588235294	0.8706198540727463	0.05411764705882353	0.9893235925191736	0.00823529411764706	0.3605591098055812	0.05647058823529412	0.9552475116927086	0.08	1.4624783541587782	0.018823529411764704	0.7055545170296265	3.719930722506313	0.19002872861832237	0.8347243241794327	CpG_island_controls
control_cpg::chr17:36601404-36602361	0.03112238493723851	0.0023084982535300645	1.0356589958158997	0.18059607496718275	0.032186387434554986	0.002255609188943256	0.6781609195402298	0.7711522965350524	87.7742946708464	0.0	957	0.11706567326548434	0.009300408082898176	0.0	0.9759665621734587	0	0.0	0.0	9.179965223794438	6.5413544959494265	9.225225225225225	9.660377358490566	1.2164548611925086	-0.00601360495310798	0.02981632784243169	0.08263598326359832	0.4382845188284519	0.02301255230125523	0.9621997357812411	0.04079497907949791	0.8645418547523853	0.06903765690376569	1.1966853856775097	0.021966527196652718	0.8495786303432094	0.05230125523012552	1.1083869932722887	0.09623430962343096	1.0336847466024304	0.08786610878661087	0.7719589411966998	0.06903765690376569	1.3533405187854646	0.06694560669456066	1.1604221921721305	0.1098326359832636	0.9649486764958748	0.14435146443514643	1.037310173884961	0.051255230125523014	0.8218146228156534	0.012552301255230125	0.4854735030532625	0.05753138075313807	1.1277837656545537	0.07217573221757322	1.1572491627404098	0.02510460251046025	0.8981259806485355	3.780295047229491	0.13679029537633988	0.7719589411966998	CpG_island_controls
control_cpg::chr5:178153533-178154125	0.03093908629441625	0.002450804317920143	1.036294416243655	0.18434676720235352	0.03200169491525424	0.0023146542389537042	0.6554054054054054	0.9124149659863946	97.97297297297297	0.0	592	0.10342916975194325	0.01078111244891529	0.0	0.6655405405405406	0	0.0	0.0	4.5239668147216	5.132354008684273	11.130434782608695	11.010752688172044	1.3145967397215326	-0.023344515657429264	-0.04111296534467106	0.12013536379018612	0.42978003384094754	0.03553299492385787	1.0291764903301592	0.043993231810490696	0.7300210224068092	0.07614213197969544	1.2377122514903516	0.030456852791878174	1.0323046863493999	0.06598984771573604	1.0950315336102139	0.10490693739424704	0.997344425643918	0.09813874788494077	0.9139588153366253	0.05583756345177665	1.0842783597940742	0.0676818950930626	1.1001886679914237	0.10998307952622674	1.0242641896013904	0.116751269035533	1.0651061211804727	0.03553299492385787	0.6759137827287736	0.01692047377326565	0.5735026035274443	0.06429780033840947	1.2485629597628731	0.04060913705583756	0.7724728945471697	0.03722504230118443	1.4764641495068247	3.8313698083803898	0.13473943057476467	0.9139588153366253	CpG_island_controls
control_cpg::chr3:194333441-194334084	0.030933021806853585	0.0024233161085878345	1.0361682242990655	0.18539666085544382	0.031943837753510146	0.0024167828950527608	0.6734059097978227	1.0016858728126334	113.53032659409021	0.007776049766718507	643	0.11516766441551743	0.017028661826128232	0.0	0.71850699844479	1	0.007776049766718507	0.0023328149300155523	3.9820047844200235	3.843289772644686	9.481481481481481	9.481481481481481	1.7146733121843996	0.04865594168407834	0.008933820030343915	0.09813084112149532	0.4439252336448598	0.03115264797507788	1.0644653845163616	0.0514018691588785	0.9070444473695758	0.06542056074766354	1.1176886537421797	0.02336448598130841	0.8781839422259984	0.06386292834890965	1.1269340103682608	0.09501557632398754	0.8658796758927093	0.11370716510903427	1.0032461311815004	0.059190031152647975	1.1489229666681293	0.06230529595015576	1.0644653845163616	0.12305295950155763	1.0857047173060075	0.11214953271028037	0.9580188460647255	0.04361370716510903	0.8196383460775984	0.014018691588785047	0.526910365335599	0.06074766355140187	1.1791577815804486	0.0514018691588785	0.9660023364485982	0.029595015576323987	1.2236029595015578	3.8089072321643633	0.10426731729556926	1.0032461311815004	CpG_island_controls
control_cpg::chr6:3849037-3850814	0.03109121621621623	0.002432098481830582	1.0337725225225225	0.18736755697598875	0.03222760563380282	0.0023202777060532427	0.6601012943162634	0.7645677074248503	83.28643781654473	0.0028137310073157004	1777	0.11245052844181115	0.019974885264739856	0.0	0.8142937535171637	1	0.0028137310073157004	0.0008441193021947101	5.706931371836514	4.9973825147035535	11.770114942528735	9.990243902439024	0.5615794832384606	0.0159286156748047	0.03051573937821502	0.09403153153153153	0.41385135135135137	0.033783783783783786	0.9120757992526229	0.04842342342342342	0.7642727466557876	0.08952702702702703	1.4058066273174357	0.020833333333333332	0.7341862063449548	0.07995495495495496	1.261938721222347	0.10416666666666667	0.9611515937370639	0.08333333333333333	0.7649982072601119	0.061936936936936936	1.2760492068698175	0.06531531531531531	1.0256199293636636	0.12725225225225226	1.1681729381134143	0.0990990990990991	0.9050861304870051	0.03885135135135135	0.7963470351778013	0.013513513513513514	0.47622889060213286	0.048986486486486486	1.0092389181606738	0.05912162162162162	1.2118324448357845	0.0259009009009009	1.191481060266023	3.8062526323109416	0.18147001088155157	0.7649982072601119	CpG_island_controls
control_cpg::chr12:132148672-132150756	0.031444071051368226	0.002280207084518474	1.0222803648583776	0.18119445299702308	0.03246637848222863	0.0024984285641155473	0.6828214971209213	0.9246329207010663	86.85220729366603	0.0	2084	0.11460386374990339	0.009138765972796612	0.0	0.982725527831094	0	0.0	0.0	44.984850640200285	32.629239252800964	10.95187165775401	10.95187165775401	1.2417296555844763	-0.07891140054671147	-0.24344083704028102	0.07249159865578493	0.43783005280844933	0.02112337974075852	0.8632242568724804	0.08545367258761402	1.1106691170243082	0.024963994239078253	0.8356200092794821	0.024963994239078253	0.9927664587857726	0.08497359577532405	1.1044294028837223	0.22803648583773403	0.9426533996777974	0.08689390302448392	0.9250768155261749	0.09217474795967355	1.1658393656345045	0.024963994239078253	0.8356200092794821	0.09073451752280365	0.9659641885881053	0.03216514642342775	0.881890811880675	0.04272683629380701	1.3917726147666416	0.025444071051368217	1.0118581214547298	0.08737397983677389	1.1051185653410407	0.04704752760441671	1.5325136656980998	0.0009601536245799327	0.03715750465719425	3.558491997933232	0.1332911503763392	0.9250768155261749	CpG_island_controls
control_cpg::chr7:64569524-64570450	0.031245405405405415	0.0024065884731066306	1.0232756756756758	0.18550493459657239	0.03236904761904763	0.002346396971241264	0.6576673866090713	0.8732250861713889	93.9524838012959	0.0	926	0.10883132637060246	0.01284915353290554	0.0	0.7699784017278618	0	0.0	0.0	4.575136095694348	3.5030433810301593	10.24	9.752380952380953	1.0969731187750686	0.0001407129953223233	0.10486986189989649	0.09297297297297297	0.40756756756756757	0.022702702702702703	0.7604305743243245	0.04432432432432432	0.8393781873746538	0.07567567567567568	1.2440581993035982	0.03027027027027027	1.033281459803753	0.07135135135135136	1.3511941552860283	0.08972972972972973	0.960694848602551	0.09405405405405405	0.8741691132915741	0.05081081081081081	0.9806002748263781	0.061621621621621624	1.01301881943293	0.10918918918918918	1.0148400050856206	0.11459459459459459	0.9245936485621832	0.06594594594594595	1.104823296196826	0.017297297297297298	0.5904465484592873	0.061621621621621624	1.1892386311724161	0.0681081081081081	1.14104701082623	0.022702702702702703	0.7897692686398111	3.831271976889954	0.12247233458145487	0.8741691132915741	CpG_island_controls
control_cpg::chr6:152982273-152983838	0.030918158567774943	0.0023738672486023093	1.044283887468031	0.18389696387093774	0.031861164427383244	0.0023626536422760554	0.6843450479233227	0.8241438236730139	96.48562300319489	0.010223642172523962	1565	0.11429191649525308	0.025616082154891535	0.0	0.7795527156549521	3	0.010223642172523962	0.0030670926517571886	5.16917062918426	3.1162273476857156	11.314917127071823	9.061946902654867	1.3205405271125323	0.0418232065986045	-0.03474968530974044	0.10166240409207161	0.46994884910485935	0.030690537084398978	1.3845904454039875	0.03644501278772379	0.7214667963516306	0.058823529411764705	1.1450648452036989	0.023017902813299233	0.92703900511244	0.049232736572890026	0.974613040685536	0.11956521739130435	1.0385908674079656	0.09654731457800511	0.824670769851833	0.0741687979539642	1.3107349984399994	0.05370843989769821	1.0454939890990296	0.11956521739130435	1.0212810196178328	0.13427109974424553	1.127778238241083	0.0370843989769821	0.6444447075663331	0.015345268542199489	0.6180260034082934	0.0632992327365729	1.1186445245306893	0.055626598465473145	0.9666670613494996	0.03260869565217391	1.1724142717913075	3.7738584063349627	0.13910660449796758	0.824670769851833	CpG_island_controls
control_cpg::chr1:204685004-204685757	0.030702127659574478	0.001994432608666321	1.0621010638297872	0.17974450069691467	0.03148868175765646	0.0020922957386507626	0.7742363877822045	0.9103438270709415	132.80212483399734	0.0	753	0.1507972675508017	0.008076347186866914	0.0	1.0	0	0.0	0.0	4.857910015741387	4.510832734822749	9.309090909090909	9.752380952380953	1.1041800754377804	0.0049938626267957975	-0.006994069422353585	0.034574468085106384	0.5824468085106383	0.010638297872340425	1.3045005705661485	0.023936170212765957	0.5887568946802972	0.047872340425531915	1.6359720270214817	0.007978723404255319	0.6522502852830744	0.047872340425531915	1.1775137893605945	0.1848404255319149	0.9119846228315586	0.13297872340425532	0.9115543906707699	0.0851063829787234	1.3955718985014456	0.02925531914893617	0.9997606831797944	0.15558510638297873	1.0665186370848008	0.10904255319148937	1.0384995472076257	0.02925531914893617	0.6665071221198631	0.0026595744680851063	0.2174167617610248	0.0851063829787234	1.3955718985014456	0.034574468085106384	0.7876902352325654	0.013297872340425532	0.7247225392034161	3.4541645237112824	0.18060574425945353	0.9115543906707699	CpG_island_controls
