chrom	start	end	gene1	gene2	gene1_strand	gene2_strand	inter_tss_distance	pair_type	orig_start	orig_end	cpg_overlap_fraction	cpg_obs_exp	cpg_gc_pct	H3K4me3_n_present	H3K4me3_frac_present	H3K4me3_mean	H3K4me3_cv	H3K27ac_n_present	H3K27ac_frac_present	H3K27ac_mean	H3K27ac_cv	H3K27me3_n_absent	H3K27me3_frac_absent	H3K27me3_mean	H3K27me3_cv	H3K9me3_n_absent	H3K9me3_frac_absent	H3K9me3_mean	H3K9me3_cv	meth_mean	meth_cv	meth_n_hypo	meth_frac_hypo	DNase_mean	DNase_cv	DNase_n_present	DNase_frac_present
chr1	63593266	63594242	PGM1	ITGB3BP	+	-	311	divergent_overlapping	63593410	63593721	1.0	66.7	99.0	11	1.0	35.979673976202314	0.6855084563493269	10	0.9090909090909091	9.95908989883249	0.7728745420344164	10	0.9090909090909091	1.0576884103081177	1.8680043728339066	11	1.0	0.4577439748794125	0.6539154435127089	6.171981505214238	1.7144053070749292	5	0.8333333333333334	0.6246133172583118	0.5888416822564964	11	1.0
chr1	70205500	70205759	LRRC40	SRSF11	-	+	102	divergent_classic	70205579	70205681	1.0	67.2	28.0	11	1.0	17.716603988595242	0.45270111413429265	10	0.9090909090909091	8.394462393313676	0.47941926238848526	11	1.0	0.11433603189082761	1.5053286930855136	11	1.0	0.1925299990805838	0.8523146990727569	2.1380952380952385	1.2661909434443093	6	1.0	2.199222661353446	0.33012244752120623	11	1.0
chr1	77978619	77979597	FUBP1	DNAJB4	-	+	64	divergent_classic	77979110	77979174	0.8384458077709611	56.45	37.0	11	1.0	29.71511988199254	0.332898600602244	11	1.0	39.10067331145618	0.6076942582781617	10	0.9090909090909091	0.6641438485855427	1.0875961984830842	11	1.0	0.44045977438245526	0.8697662985167155	0.7872668038990268	0.5670874912925539	6	1.0	1.3793255836832012	0.4812644076668171	11	1.0
chr1	86914424	86915531	SELENOF	HS2ST1	-	+	210	divergent_classic	86914424	86914634	0.950316169828365	60.7	89.0	11	1.0	34.11608232926413	0.5507835280076313	11	1.0	10.442828344753146	0.6752712244355376	11	1.0	0.43728177421491865	0.6927144911852781	11	1.0	0.293816784668906	0.7936295078800841	1.5406597521853345	0.9539776989893949	6	1.0	1.3249462833758534	0.3458939376162786	11	1.0
chr1	100895032	100896252	EXTL2	SLC30A7	-	+	896	divergent_classic	100895179	100896075	0.4122950819672131	64.95	26.5	11	1.0	32.969822621063436	0.48416803442532724	11	1.0	19.3216630456533	0.5536462964915959	11	1.0	0.5085110372675248	0.8231690197978507	11	1.0	0.4928700534399902	0.7007446322247235	1.2566831761274087	0.6070450607927612	6	1.0	0.763056527110752	0.20670224975815782	11	1.0
chr1	111139478	111140681	CEPT1	DRAM2	+	-	725	divergent_overlapping	111139478	111140203	0.8944305901911886	66.8	95.0	11	1.0	38.01481602364536	0.4521496771002903	11	1.0	18.781835225542597	0.6260811912815294	10	0.9090909090909091	0.5143446120801646	1.0564842959378389	11	1.0	0.3932076829477708	0.5507789539929046	0.9756263507957433	0.5606151261406924	6	1.0	0.9593249372851144	0.28950629132261496	11	1.0
chr1	111448682	111449580	ATP5PB	WDR77	+	-	393	divergent_overlapping	111448863	111449256	1.0	62.6	68.0	11	1.0	33.38320994410195	0.5712048689389898	10	0.9090909090909091	9.762189700105157	0.5423698687487076	11	1.0	0.38253743808625773	1.0355333962048072	11	1.0	0.42423941366464396	0.8896907201321055	0.9763162083015025	0.576419885567031	6	1.0	1.5131026458889878	0.3473791289541249	11	1.0
chr1	112618969	112620825	CAPZA1	ST7L	+	-	1021	divergent_overlapping	112619804	112620825	0.5280172413793104	61.3	76.0	11	1.0	34.84863996299193	0.5514449199208784	11	1.0	28.453618228061966	0.6222853083456021	11	1.0	0.4497037697665181	0.6473888786293415	11	1.0	0.4034055447323184	0.5231870419943038	1.1538105629193836	0.6497615834737696	6	1.0	0.5864115291628053	0.3665709236942399	11	1.0
chr1	117929217	117930097	GDAP2	WDR3	-	+	98	divergent_classic	117929621	117929719	1.0	64.2	73.0	11	1.0	36.86712976645011	0.42433081846229587	10	0.9090909090909091	7.970915501629237	0.6279912767006959	11	1.0	0.4862392662120753	0.9814112949269682	11	1.0	0.3664570698491323	0.8528072815419611	1.0279363304087115	0.7326051212461441	6	1.0	1.0514446998684368	0.2570600734024724	11	1.0
chr1	145823593	145824433	POLR3C	RNF115	+	-	43	divergent_overlapping	145824052	145824095	1.0	62.7	81.0	11	1.0	34.84371520126328	0.5702423273155134	11	1.0	17.973202938077396	0.4626405449154096	11	1.0	0.30385665211616913	1.0022762410283352	11	1.0	0.18609270357811167	0.5448518883257562	1.226127986537149	0.6305032770177594	6	1.0	0.8123713916452414	0.3451527519739651	11	1.0
chr1	150268199	150269580	C1orf54	APH1A	+	-	1381	divergent_overlapping	150268199	150269580	0.4395365677045619	65.7	54.0	11	1.0	32.568125645503635	0.45354129041126107	11	1.0	14.649862254466107	0.7024126366618555	11	1.0	0.41382787606577126	0.6490413127990309	11	1.0	0.47525422686997965	0.7357228964918798	3.6029511229799347	0.5695716325274611	6	1.0	0.8598585459484182	0.2959618899298335	11	1.0
chr1	151008259	151008616	MINDY1	PRUNE1	-	+	43	divergent_classic	151008376	151008419	1.0	68.9	42.0	11	1.0	14.66788995754394	0.5001450246290506	11	1.0	7.197947231034135	0.7337347207995334	11	1.0	0.16892642504102803	1.3687016470165163	10	0.9090909090909091	0.38889535603688663	1.7421406509694317	0.9950396825396824	0.9712441831030247	6	1.0	2.223757031850606	0.426697510210383	11	1.0
chr1	151070325	151071095	CDC42SE1	GABPB2	-	+	252	divergent_classic	151070325	151070577	0.9103896103896104	58.1	47.0	11	1.0	31.881792533864473	0.786920158925004	10	0.9090909090909091	27.92844142878569	0.7690643157682073	11	1.0	0.3306141019363025	1.125122065887188	11	1.0	0.29278736838943037	0.73399373943729	13.383829737999127	2.0449190438661544	5	0.8333333333333334	1.399169284682347	0.7260588361804442	11	1.0
chr1	154220178	154221312	UBAP2L	C1orf43	+	-	459	divergent_overlapping	154220178	154220637	0.8333333333333334	57.4	79.0	11	1.0	28.948645019516025	0.5671489201077821	11	1.0	22.81821560612546	0.5675929603570079	11	1.0	0.3732383407753918	1.0323050953172017	11	1.0	0.2539771094512128	0.5946744752473263	1.052732463644872	0.8450085415104778	6	1.0	1.5101035856773661	0.3052655890620668	11	1.0
chr1	154973761	154975010	SHC1	CKS1B	-	+	257	divergent_classic	154974395	154974652	0.8046437149719776	55.900000000000006	40.0	11	1.0	17.031393176897286	0.4066263445884531	11	1.0	22.358845240196665	0.5319762908660435	11	1.0	0.22306536102399158	0.8593713763322601	11	1.0	0.24321352450472764	0.7634524183983419	0.8024554587264556	0.3115351538101118	6	1.0	2.2008713834359837	0.5716021313163212	11	1.0
chr1	155208694	155209168	MTX1	THBS3	+	-	357	divergent_overlapping	155208694	155209051	0.869198312236287	72.6	41.0	11	1.0	41.17844019253499	0.7331950166828326	11	1.0	31.956579540367553	0.8828027285926677	11	1.0	0.40408152380996065	1.2368367898523565	11	1.0	0.4810679812662016	1.1367692451328195	0.3807916550808439	1.334392354916745	6	1.0	0.9519983764836443	0.6319008264173124	11	1.0
chr1	155562495	155563489	ASH1L	MSTO1	-	+	72	divergent_classic	155563162	155563234	1.0	60.5	95.0	11	1.0	37.684909053620764	0.6841093106056663	11	1.0	20.48505967904036	0.5496301937365399	10	0.9090909090909091	0.34992809324777935	1.7022945071880047	11	1.0	0.2832597394034895	0.44705527482320123	1.3007978808236287	0.5058843424559937	6	1.0	1.0779917314843241	0.3606005861566697	11	1.0
chr1	155687959	155689334	DAP3	YY1AP1	+	-	1041	divergent_overlapping	155687959	155689000	0.9403636363636364	63.2	120.0	11	1.0	36.56708647437462	0.6136708236599757	11	1.0	22.870465561129564	0.677950434745638	11	1.0	0.44809483181124465	0.8318416467193268	11	1.0	0.36339127447576863	0.5522790683454676	1.1472838333053257	0.5291652199537659	6	1.0	0.8518243033426803	0.4405910879841916	11	1.0
chr1	156053171	156054849	UBQLN4	LAMTOR2	-	+	983	divergent_classic	156053798	156054781	0.7955899880810489	62.35	52.5	11	1.0	23.972841049482714	0.36642382955700326	11	1.0	15.54451272128353	0.5506053053064303	11	1.0	0.30026683236379836	0.7928640972072721	11	1.0	0.2741840167941294	0.9964642946015735	1.5777276959849122	0.9172203013000166	7	1.0	1.015214802358912	0.4190106231048049	11	1.0
chr1	156728319	156729124	METTL25B	ISG20L2	+	-	325	divergent_overlapping	156728441	156728766	1.0	60.9	76.0	11	1.0	25.38476577687483	0.48388219351338146	11	1.0	14.34221769669078	1.130329579808961	11	1.0	0.3760663888101835	0.7516282130253018	11	1.0	0.24422872899652323	0.8634340804487809	1.0941227220694534	0.41679035868399933	6	1.0	1.2585989281785213	0.3532407417884005	11	1.0
chr1	160343138	160343566	NCSTN	COPA	+	-	273	divergent_overlapping	160343293	160343566	0.9579439252336449	63.7	38.0	11	1.0	26.869682563394438	0.45637839380851425	11	1.0	15.205209686897252	0.4586610560956251	11	1.0	0.40943775226472034	0.9719660093045182	11	1.0	0.34010270013345284	0.9527562141559978	1.5417544690914682	0.5165468699658657	6	1.0	1.5316280166388268	0.32066827558399025	11	1.0
chr1	161117932	161118322	PFDN2	NIT1	-	+	30	divergent_classic	161118055	161118085	1.0	68.7	44.0	11	1.0	30.834836795179992	0.5144001450119208	11	1.0	16.12119023718108	0.8842936524302395	11	1.0	0.3882826228953881	0.7487546018738965	11	1.0	0.3292517624683338	1.2137181030487416	1.0625767217587783	0.577630179832137	6	1.0	1.367198438310262	0.56058107305126	11	1.0
chr1	165827416	165828446	UCK2	TMCO1	+	-	142	divergent_overlapping	165827613	165827755	1.0	70.0	127.0	11	1.0	30.809115126591042	0.5504008544553165	11	1.0	16.291066387743992	0.6304184163511984	11	1.0	0.36116290319310934	0.620529846343879	11	1.0	0.26078523561048994	0.7973226042750567	1.7290244156531474	0.4019604100325645	6	1.0	0.8291546688635374	0.5953582087281704	11	1.0
chr1	167935782	167937563	DCAF6	MPC2	+	-	1290	divergent_overlapping	167935782	167937072	0.8124649073554183	61.35	57.0	11	1.0	33.39842064681959	0.5401709776368856	11	1.0	21.002744721846838	0.49811148483426504	11	1.0	0.42329634566918256	0.6561713814282463	11	1.0	0.29557059061937063	0.5384429939994174	0.8246584969217864	0.5133157792978452	6	1.0	1.3425775892964926	0.19773411926805898	11	1.0
chr1	183635148	183636198	ARPC5	RGL1	-	+	301	divergent_classic	183635783	183636084	1.0	65.3	99.0	11	1.0	37.084386277641656	0.6242547735505194	11	1.0	13.675219464262826	0.6309561614590969	11	1.0	0.38953607835159415	0.7903346956490243	11	1.0	0.4209944153649307	1.1382783608375184	1.09727666006489	0.670304347937275	6	1.0	1.3240658832250316	0.23261354824832065	11	1.0
chr1	185156718	185157573	TRMT1L	SWT1	-	+	7	divergent_classic	185157072	185157079	1.0	65.4	73.0	11	1.0	27.00152891626624	0.6215752874313653	11	1.0	13.046105675588636	0.6613107541690822	11	1.0	0.37930797092351176	0.6232769920001224	11	1.0	0.1526278219351066	0.7761462787309219	14.863999335665019	2.3386346434123193	6	0.8571428571428571	1.8633597699598325	0.2936963892635028	11	1.0
chr1	186374992	186375837	TPR	ODR4	-	+	144	divergent_classic	186375693	186375837	0.8568047337278106	65.9	69.0	11	1.0	24.303308752244323	0.791501954676007	11	1.0	14.04525357871887	0.5614367071363154	11	1.0	0.36140280342236175	0.9399994921983879	11	1.0	0.22131606983647564	0.6097594533801777	1.6254517117439249	0.6287925928840745	6	1.0	2.5116302754595563	0.3986532561227658	11	1.0
chr1	193059091	193060141	RO60	UCHL5	+	-	627	divergent_overlapping	193059453	193060080	1.0	65.6	94.0	11	1.0	35.06609198190585	0.5840521974137292	11	1.0	19.420723692322362	0.5269871228416971	11	1.0	0.4674974161912008	0.8115322059920166	11	1.0	0.24896313927363184	0.6490932797637475	0.5813366190587124	0.5510585334797456	6	1.0	1.2694575237038845	0.26058391855596197	11	1.0
chr1	212791524	212792005	NSL1	TATDN3	-	+	45	divergent_classic	212791782	212791827	1.0	64.2	45.0	11	1.0	36.638922311083135	0.6750372338750498	11	1.0	12.516277220336972	0.49153748262315067	11	1.0	0.5266873296614272	0.7716598974858774	11	1.0	0.38922399459869966	1.1671794913293325	0.9345617852417222	0.32349680607281084	6	1.0	1.4798712325026286	0.37039852750087443	11	1.0
chr1	222711984	222713210	BROX	AIDA	+	-	658	divergent_overlapping	222712552	222713210	0.7373572593800979	61.6	70.0	11	1.0	31.117455187285678	0.44002497451161715	11	1.0	26.038354586046673	0.5883643237707413	11	1.0	0.37154886906574075	1.0559695586609081	11	1.0	0.3952837748117311	0.8973681513971346	1.4058428640641052	1.387610883312684	6	1.0	0.9182957636608592	0.33508165350926156	11	1.0
chr1	229625381	229626552	TAF5L	URB2	-	+	124	divergent_classic	229626122	229626246	1.0	72.9	147.0	11	1.0	30.329779829508933	0.5448664973072092	9	0.8181818181818182	5.322009696831704	0.9441890112028384	11	1.0	0.3737422459929892	0.9577299009352659	11	1.0	0.2935006688661732	0.6161611846282519	0.8519281434305855	0.43199643495260187	6	1.0	0.8682212459515647	0.5854504540442558	11	1.0
chr1	231241050	231241497	C1orf131	GNPAT	-	+	19	divergent_classic	231241187	231241206	1.0	66.2	41.0	11	1.0	31.66539824481706	0.5507063657072021	11	1.0	11.717284094254518	0.7944478657669127	11	1.0	0.4706635646323545	0.8681037230822043	11	1.0	0.2530351679308991	0.7410989097177062	1.1463457424047925	1.0981782822228585	6	1.0	1.380460615780675	0.6069967060043607	11	1.0
chr1	231337103	231338636	SPRTN	EXOC8	+	-	749	divergent_overlapping	231337103	231337852	0.7286366601435095	62.0	101.0	11	1.0	36.87775341725242	0.45448847926593156	11	1.0	16.752643829111904	0.6948274258307581	11	1.0	0.5171377982388633	0.8127019801886067	11	1.0	0.35394892932083566	0.6025196493675435	0.5443564505629194	0.517546892794871	6	1.0	1.232741350754508	0.26307305312979884	11	1.0
chr1	235327023	235328845	GGPS1	ARID4B	+	-	870	divergent_overlapping	235327349	235328219	1.0	63.4	157.0	11	1.0	35.05682932724558	0.5956413857142261	11	1.0	15.000637449447554	0.4805523928367416	11	1.0	0.49962202436480685	0.804939190852026	11	1.0	0.3055700753971236	0.6288249572304878	1.3997819754245457	0.5518649969187244	6	1.0	1.4001858097745041	0.37833681187063994	11	1.0
chr1	243254439	243256033	CEP170	SDCCAG8	-	+	685	divergent_classic	243255348	243256033	0.6486825595984943	63.2	91.0	11	1.0	33.69777586088083	0.5619976084103544	11	1.0	15.344525861026103	0.49454290622103925	11	1.0	0.30997679325021543	0.7081280861655906	11	1.0	0.22878485899104148	0.6665804330652861	1.121710640411113	0.44308974001481594	6	1.0	1.520806216400247	0.3624229432964161	11	1.0
chr1	246565905	246566974	TFB2M	CNST	-	+	182	divergent_classic	246566261	246566443	1.0	61.3	88.0	11	1.0	40.97584756687519	0.5240061123400889	11	1.0	13.313384883304735	0.6613370971857168	11	1.0	0.3928055897113042	0.5048205394389343	11	1.0	0.37887968111854264	0.6728027869711295	1.024313322583726	0.5014526104931463	6	1.0	1.4009056700068563	0.25087528753575283	11	1.0
chr10	1048397	1049654	IDI1	WDR37	-	+	418	divergent_classic	1049119	1049537	1.0	59.3	123.0	11	1.0	28.898160763111363	0.5055965321042398	11	1.0	22.64907840843924	0.7481939180544157	11	1.0	0.31711470079424564	0.9338006031168414	11	1.0	0.2960934515295656	0.6760146559196198	0.9004377078765162	0.5291861062922449	6	1.0	1.6659895183354316	0.30833880401293046	11	1.0
chr10	5888951	5890674	ANKRD16	FBH1	-	+	296	divergent_classic	5889906	5890202	1.0	73.7	208.0	11	1.0	24.35474258160492	0.573641238191551	10	0.9090909090909091	6.846396432037732	0.8377279488643304	11	1.0	0.350699069806782	0.7513328947940622	11	1.0	0.2247029471952532	0.7208403592347702	1.1204887240724375	0.4656141550721514	6	1.0	1.1163352679757022	0.41498720705620384	11	1.0
chr10	7787625	7788554	KIN	ATP5F1C	-	+	153	divergent_classic	7787993	7788146	1.0	68.1	77.0	11	1.0	41.871780672333074	0.5599320866908221	11	1.0	13.140282945793968	0.7326369674748753	11	1.0	0.32941735445440634	0.7400594514274372	11	1.0	0.4141906697447407	0.9005504480112682	1.1159537448482701	0.5072734311945902	6	1.0	1.2788647325792228	0.3835956820870887	11	1.0
chr10	12195833	12196378	NUDT5	CDC123	-	+	73	divergent_classic	12195891	12195964	1.0	58.2	46.0	11	1.0	29.767902000338157	0.459160865550032	11	1.0	20.312048896759592	0.5908570345522792	11	1.0	0.3218195572941211	0.8715594732571853	11	1.0	0.3137455867483389	0.5288421617899921	0.9034410470916304	0.43107264667611445	6	1.0	1.3487088796941311	0.294914400822716	11	1.0
chr10	18659184	18659782	NSUN6	ARL5B	-	+	145	divergent_classic	18659285	18659430	1.0	68.1	69.0	11	1.0	30.789257384977574	0.4531478151266939	11	1.0	21.486505516335708	0.5918930181994689	11	1.0	0.460702739161758	0.7164839403055417	11	1.0	0.25498360052459934	0.8672976230557707	1.8511565869831654	0.7957421019545414	6	1.0	1.7309748251891568	0.4475564998426655	11	1.0
